0,1,2
The+Word+Alive,Friday 19 June 2020,"
      House of Blues - Orlando, Lake Buena Vista, FL, US
    "
The+Word+Alive,Friday 14 February 2020,"
      The National, Richmond, VA, US
    "
The+Word+Alive,Saturday 29 February 2020,"
      The Roseland Ballroom, Portland, OR, US
    "
The+Word+Alive,Wednesday 02 March 2016,"
      Agora Theatre & Ballroom, Cleveland, OH, US
    "
The+Word+Alive,Sunday 21 June 2020,"
      The Ritz Ybor, Tampa, FL, US
    "
The+Word+Alive,Friday 03 March 2017,"
      Santana 27, Bilbao, Spain
    "
The+Word+Alive,Friday 20 April 2018,"
      The Complex, Salt Lake City, UT, US
    "
The+Word+Alive,Friday 13 May 2016,"
      Le Backstage By The Mill, Paris, France
    "
The+Word+Alive,Monday 24 February 2020,"
      The Truman, Kansas City, MO, US
    "
The+Word+Alive,Wednesday 03 October 2018,"
      Hawthorne Theatre, Portland, OR, US
    "
The+Word+Alive,Saturday 27 June 2020,"
      House of Blues - Cleveland, Cleveland, OH, US
    "
The+Word+Alive,Friday 13 April 2018,"
      House of Blues - Old Location, Anaheim, CA, US
    "
The+Word+Alive,Tuesday 16 June 2020,"
      Baltimore Soundstage, Baltimore, MD, US
    "
The+Word+Alive,Wednesday 19 November 2014,"
      Culture Room, Fort Lauderdale, FL, US
    "
The+Word+Alive,Sunday 06 May 2018,"
      Lost Horizon, Syracuse, NY, US
    "
The+Word+Alive,Wednesday 13 November 2019,"
      The Showbox, Seattle, WA, US
    "
The+Word+Alive,Saturday 05 May 2012,"
      Theatre of Living Arts (TLA), Philadelphia, PA, US
    "
The+Word+Alive,Saturday 16 November 2019,"
      Summit Music Hall, Denver, CO, US
    "
The+Word+Alive,Tuesday 18 February 2020,"
      House of Blues - Cleveland, Cleveland, OH, US
    "
The+Word+Alive,Sunday 08 December 2019,"
      House of Blues - Orlando, Lake Buena Vista, FL, US
    "
The+Word+Alive,Tuesday 23 February 2016,"
      Joe's Grotto, Phoenix, AZ, US
    "
The+Word+Alive,Friday 26 June 2020,"
      Mercury Ballroom, Louisville, KY, US
    "
The+Word+Alive,Saturday 08 September 2018,"
      The Orpheum, Tampa, FL, US
    "
The+Word+Alive,Wednesday 19 February 2020,"
      Intersection, Grand Rapids, MI, US
    "
The+Word+Alive,Tuesday 10 April 2018,"
      Ace of Spades, Sacramento, CA, US
    "
The+Word+Alive,Saturday 09 November 2019,"
      The Observatory, Santa Ana, CA, US
    "
The+Word+Alive,Tuesday 29 November 2016,"
      Revolution Bar & Music Hall, Amityville, NY, US
    "
The+Word+Alive,Wednesday 06 November 2019,"
      Trees, Dallas, TX, US
    "
The+Word+Alive,Tuesday 25 February 2020,"
      Sunshine Studios Live, Colorado Springs, CO, US
    "
The+Word+Alive,Sunday 01 March 2020,"
      Vogue Theatre, Vancouver, BC, Canada
    "
The+Word+Alive,Tuesday 26 November 2019,"
      The Opera House, Toronto, ON, Canada
    "
The+Word+Alive,Friday 21 December 2012,"
      Dos Amigos, Odessa, TX, US
    "
The+Word+Alive,Wednesday 02 May 2018,"
      Agora Theatre & Ballroom, Cleveland, OH, US
    "
The+Word+Alive,Tuesday 03 March 2020,"
      Ace of Spades, Sacramento, CA, US
    "
The+Word+Alive,Wednesday 17 June 2020,"
      The National, Richmond, VA, US
    "
The+Word+Alive,Saturday 22 February 2020,"
      The Sylvee, Madison, WI, US
    "
The+Word+Alive,Sunday 22 March 2015,"
      Ace of Spades, Sacramento, CA, US
    "
The+Word+Alive,Friday 20 March 2015,"
      El Corazon, Seattle, WA, US
    "
The+Word+Alive,Sunday 22 May 2016,"
      Musik & Frieden, Berlin, Germany
    "
The+Word+Alive,Saturday 07 December 2019,"
      The Masquerade, Atlanta, GA, US
    "
The+Word+Alive,Friday 03 August 2012,"
      Nile Theater, Mesa, AZ, US
    "
The+Word+Alive,Friday 29 November 2019,"
      House of Blues - Boston presented by Cricket Wireless, Boston, MA, US
    "
The+Word+Alive,Sunday 30 September 2018,"
      The Grand @ the Complex, Salt Lake City, UT, US
    "
The+Word+Alive,Wednesday 04 December 2013,"
      Great Hall, Cardiff University, Cardiff, UK
    "
The+Word+Alive,Sunday 23 February 2020,"
      The Pageant, St Louis, MO, US
    "
The+Word+Alive,Tuesday 17 April 2018,"
      Sunshine Theater, Albuquerque, NM, US
    "
The+Word+Alive,Wednesday 22 October 2014,"
      Sound Control, Manchester, UK
    "
The+Word+Alive,Tuesday 11 February 2020,"
      Jannus Live, St Petersburg, FL, US
    "
The+Word+Alive,Wednesday 12 February 2020,"
      Revolution Live, Fort Lauderdale, FL, US
    "
The+Word+Alive,Friday 27 April 2012,"
      House of Blues - Houston, Houston, TX, US
    "
The+Word+Alive,Monday 10 February 2020,"
      House of Blues - New Orleans presented by Cricket Wireless, New Orleans, LA, US
    "
The+Word+Alive,Wednesday 04 March 2020,"
      Ace of Spades, Sacramento, CA, US
    "
The+Word+Alive,Wednesday 16 April 2014,"
      KOKO, London, UK
    "
The+Word+Alive,Tuesday 15 November 2016,"
      The Grand @ the Complex, Salt Lake City, UT, US
    "
The+Word+Alive,Friday 21 February 2020,"
      Mercury Ballroom, Louisville, KY, US
    "
The+Word+Alive,Tuesday 09 December 2014,"
      Granada Theatre, Lawrence, KS, US
    "
The+Word+Alive,Thursday 16 May 2013,"
      O2 Forum Kentish Town, London, UK
    "
The+Word+Alive,Monday 05 February 2018,"
      Camden Assembly, Camden, UK
    "
The+Word+Alive,Wednesday 25 April 2012,"
      House of Blues - Dallas, Dallas, TX, US
    "
The+Word+Alive,Wednesday 27 November 2019,"
      Club Soda, Montreal, QC, Canada
    "
The+Word+Alive,Wednesday 05 September 2018,"
      Alamo City Music Hall, San Antonio, TX, US
    "
The+Word+Alive,Saturday 06 October 2018,"
      Club Red, Mesa, AZ, US
    "
The+Word+Alive,Tuesday 01 May 2018,"
      Mercury Ballroom, Louisville, KY, US
    "
The+Word+Alive,Monday 16 April 2018,"
      The Van Buren, Phoenix, AZ, US
    "
The+Word+Alive,Sunday 01 December 2019,"
      Union Transfer, Philadelphia, PA, US
    "
The+Word+Alive,Sunday 16 February 2020,"
      Toad's Place, New Haven, CT, US
    "
The+Word+Alive,Tuesday 24 April 2018,"
      Riverstage Amphitheatre, San Angelo, TX, US
    "
The+Word+Alive,Saturday 17 December 2016,"
      The Observatory, Santa Ana, CA, US
    "
The+Word+Alive,Saturday 18 March 2017,"
      Münchenbryggeriet, Stockholm, Sweden
    "
The+Word+Alive,Friday 19 January 2018,"
      Stor Sal (Kransalen), Pumpehuset, Copenhagen, Denmark
    "
The+Word+Alive,Monday 17 September 2018,"
      Théâtre Fairmount, Montreal, QC, Canada
    "
The+Word+Alive,Wednesday 24 June 2020,"
      The Signal, Chattanooga, TN, US
    "
The+Word+Alive,Tuesday 11 September 2018,"
      Masquerade, Tampa, FL, US
    "
The+Word+Alive,Thursday 20 September 2018,"
      The Crofoot Ballroom, Pontiac, MI, US
    "
The+Word+Alive,Thursday 12 April 2018,"
      Senator Theatre, Chico, CA, US
    "
The+Word+Alive,Tuesday 05 November 2019,"
      White Oak Music Hall, Houston, TX, US
    "
The+Word+Alive,Tuesday 23 June 2020,"
      Iron City, Birmingham, AL, US
    "
The+Word+Alive,Sunday 25 June 2017,"
      The Paramount, Huntington, NY, US
    "
The+Word+Alive,Sunday 24 November 2019,"
      The Athenaeum Theatre, Columbus, OH, US
    "
The+Word+Alive,Saturday 20 June 2020,"
      Revolution Live, Fort Lauderdale, FL, US
    "
The+Word+Alive,Friday 15 November 2019,"
      The Complex, Salt Lake City, UT, US
    "
The+Word+Alive,Saturday 21 March 2015,"
      Hawthorne Theatre, Portland, OR, US
    "
The+Word+Alive,Friday 27 March 2015,"
      The Door, Dallas, TX, US
    "
The+Word+Alive,Thursday 13 September 2018,"
      Baltimore Soundstage, Baltimore, MD, US
    "
The+Word+Alive,Saturday 04 November 2017,"
      The Plaza Live, Orlando, FL, US
    "
The+Word+Alive,Tuesday 24 April 2012,"
      Diamond Ballroom, Oklahoma City, OK, US
    "
The+Word+Alive,Sunday 22 April 2012,"
      Marquee Theatre, Tempe, AZ, US
    "
The+Word+Alive,Friday 04 May 2012,"
      Starland Ballroom, Sayreville, NJ, US
    "
The+Word+Alive,Tuesday 20 June 2017,"
      Bogart's, Cincinnati, OH, US
    "
The+Word+Alive,Sunday 29 March 2015,"
      The Ballroom, Warehouse Live, Houston, TX, US
    "
The+Word+Alive,Saturday 30 November 2019,"
      Webster Hall, New York (NYC), NY, US
    "
The+Word+Alive,Wednesday 21 June 2017,"
      House of Blues - Cleveland, Cleveland, OH, US
    "
The+Word+Alive,Tuesday 03 December 2019,"
      Rex Theater, Pittsburgh, PA, US
    "
The+Word+Alive,Wednesday 08 November 2017,"
      Canton Hall, Dallas, TX, US
    "
The+Word+Alive,Thursday 16 April 2015,"
      House of Blues - Chicago, Chicago, IL, US
    "
The+Word+Alive,Saturday 07 December 2013,"
      The Cockpit, Leeds, UK
    "
The+Word+Alive,Monday 17 February 2020,"
      Starland Ballroom, Sayreville, NJ, US
    "
The+Word+Alive,Thursday 09 April 2015,"
      Irving Plaza, New York (NYC), NY, US
    "
The+Word+Alive,Thursday 26 April 2012,"
      The White Rabbit, San Antonio, TX, US
    "
The+Word+Alive,Saturday 20 January 2018,"
      Fryshuset, Stockholm, Sweden
    "
The+Word+Alive,Saturday 14 April 2018,"
      House of Blues - San Diego presented by Cricket Wireless, San Diego, CA, US
    "
The+Word+Alive,Tuesday 19 November 2019,"
      Fine Line, Minneapolis, MN, US
    "
The+Word+Alive,Sunday 08 April 2018,"
      Revolution Concert House and Event Center, Garden City, ID, US
    "
The+Word+Alive,Saturday 28 March 2015,"
      Aztec Theatre, San Antonio, TX, US
    "
The+Word+Alive,Saturday 04 April 2015,"
      Lincoln Theatre, Raleigh, NC, US
    "
The+Word+Alive,Monday 26 June 2017,"
      Theatre of Living Arts (TLA), Philadelphia, PA, US
    "
The+Word+Alive,Thursday 10 March 2016,"
      Upstate Concert Hall, Clifton Park, NY, US
    "
The+Word+Alive,Tuesday 08 May 2018,"
      Subterranean, Chicago, IL, US
    "
The+Word+Alive,Sunday 06 May 2012,"
      Irving Plaza, New York (NYC), NY, US
    "
The+Word+Alive,Friday 03 April 2015,"
      Heaven, The Masquerade, Atlanta, GA, US
    "
The+Word+Alive,Saturday 30 June 2012,"
      Dos Amigos, Odessa, TX, US
    "
The+Word+Alive,Tuesday 28 November 2017,"
      STAGE AE, Pittsburgh, PA, US
    "
The+Word+Alive,Saturday 23 November 2019,"
      Royal Oak Music Theatre, Royal Oak, MI, US
    "
The+Word+Alive,Friday 06 December 2019,"
      Cat's Cradle, Carrboro, NC, US
    "
The+Word+Alive,Sunday 19 November 2017,"
      The Complex, Salt Lake City, UT, US
    "
The+Word+Alive,Wednesday 21 November 2012,"
      Debaser Medis, Stockholm, Sweden
    "
The+Word+Alive,Wednesday 18 March 2015,"
      Murray Theater, Murray, UT, US
    "
The+Word+Alive,Friday 08 November 2019,"
      Nile Theater, Mesa, AZ, US
    "
The+Word+Alive,Tuesday 17 March 2015,"
      Summit Music Hall, Denver, CO, US
    "
The+Word+Alive,Monday 19 March 2012,"
      Jake's Sports Cafe Back Room, Lubbock, TX, US
    "
The+Word+Alive,Friday 04 May 2018,"
      The Broadberry, Richmond, VA, US
    "
The+Word+Alive,Saturday 11 August 2012,"
      Summit Music Hall, Denver, CO, US
    "
The+Word+Alive,Monday 16 April 2012,"
      The Showbox, Seattle, WA, US
    "
The+Word+Alive,Thursday 19 April 2012,"
      The Regency Ballroom, San Francisco, CA, US
    "
The+Word+Alive,Saturday 07 April 2012,"
      Clutch Cargo's, Pontiac, MI, US
    "
The+Word+Alive,Monday 20 November 2017,"
      Ogden Theatre, Denver, CO, US
    "
The+Word+Alive,Friday 22 November 2019,"
      House of Blues - Chicago, Chicago, IL, US
    "
The+Word+Alive,Saturday 19 March 2016,"
      Walter's Downtown, Houston, TX, US
    "
The+Word+Alive,Tuesday 31 October 2017,"
      Variety Playhouse, Atlanta, GA, US
    "
The+Word+Alive,Monday 09 April 2012,"
      First Avenue, Minneapolis, MN, US
    "
The+Word+Alive,Sunday 12 November 2017,"
      The Novo by Microsoft, Los Angeles (LA), CA, US
    "
The+Word+Alive,Thursday 09 November 2017,"
      Vibes Event Center, San Antonio, TX, US
    "
The+Word+Alive,Thursday 03 May 2018,"
      The Chance, Poughkeepsie, NY, US
    "
The+Word+Alive,Wednesday 01 November 2017,"
      Neighborhood Theatre, Charlotte, NC, US
    "
The+Word+Alive,Thursday 23 May 2019,"
      Underworld, London, UK
    "
The+Word+Alive,Sunday 15 March 2015,"
      Rocketown, Nashville, TN, US
    "
The+Word+Alive,Thursday 03 May 2012,"
      The NorVa, Norfolk, VA, US
    "
The+Word+Alive,Tuesday 07 November 2017,"
      The Ballroom, Warehouse Live, Houston, TX, US
    "
The+Word+Alive,Sunday 30 November 2014,"
      Compuware Arena, Plymouth, MI, US
    "
The+Word+Alive,Friday 20 April 2012,"
      Soma, San Diego, CA, US
    "
The+Word+Alive,Monday 13 April 2015,"
      Mod Club Theater, Toronto, ON, Canada
    "
The+Word+Alive,Wednesday 07 December 2016,"
      The Social, Orlando, FL, US
    "
The+Word+Alive,Tuesday 10 April 2012,"
      House of Blues - Chicago, Chicago, IL, US
    "
The+Word+Alive,Friday 23 November 2012,"
      Huxley's Neue Welt, Berlin, Germany
    "
The+Word+Alive,Friday 28 September 2018,"
      Granada Theatre, Lawrence, KS, US
    "
The+Word+Alive,Wednesday 04 December 2019,"
      Rams Head Live, Baltimore, MD, US
    "
The+Word+Alive,Monday 13 November 2017,"
      The Regency Ballroom, San Francisco, CA, US
    "
The+Word+Alive,Wednesday 01 April 2015,"
      Revolution Live, Fort Lauderdale, FL, US
    "
The+Word+Alive,Thursday 23 May 2013,"
      O2 Ritz Manchester, Manchester, UK
    "
The+Word+Alive,Tuesday 14 April 2015,"
      Main Street Armory Basement, Rochester, NY, US
    "
The+Word+Alive,Wednesday 12 September 2018,"
      Blind Tiger, Greensboro, NC, US
    "
The+Word+Alive,Wednesday 29 November 2017,"
      EXPRESS LIVE!, Columbus, OH, US
    "
The+Word+Alive,Tuesday 26 May 2020,"
      Rialto Theatre, Tucson, AZ, US
    "
The+Word+Alive,Thursday 18 April 2013,"
      House of Blues - Chicago, Chicago, IL, US
    "
The+Word+Alive,Wednesday 25 October 2017,"
      PlayStation Theater, New York (NYC), NY, US
    "
The+Word+Alive,Friday 15 May 2015,"
      Backbooth, Orlando, FL, US
    "
The+Word+Alive,Tuesday 27 November 2012,"
      Live Club, Trezzo sull'Adda, Italy
    "
The+Word+Alive,Wednesday 15 April 2015,"
      Mr. Small's Theatre, Millvale, PA, US
    "
The+Word+Alive,Monday 03 April 2017,"
      Rescue Rooms, Nottingham, UK
    "
The+Word+Alive,Sunday 22 April 2018,"
      Rialto Theatre, Tucson, AZ, US
    "
The+Word+Alive,Saturday 19 November 2016,"
      Fine Line, Minneapolis, MN, US
    "
The+Word+Alive,Saturday 30 March 2013,"
      House of Blues - Sunset Strip, West Hollywood, CA, US
    "
The+Word+Alive,Tuesday 31 March 2015,"
      State Theatre, St Petersburg, FL, US
    "
The+Word+Alive,Sunday 10 November 2019,"
      The Fillmore, San Francisco, CA, US
    "
The+Word+Alive,Saturday 13 April 2013,"
      Irving Plaza, New York (NYC), NY, US
    "
The+Word+Alive,Tuesday 17 May 2016,"
      Vienna Arena / Arena Wien, Vienna, Austria
    "
The+Word+Alive,Friday 09 June 2017,"
      Wasted Grain, Scottsdale, AZ, US
    "
The+Word+Alive,Sunday 15 October 2017,"
      The Danforth Music Hall, Toronto, ON, Canada
    "
The+Word+Alive,Friday 02 August 2019,"
      The Glass House, Pomona, CA, US
    "
The+Word+Alive,Friday 20 May 2016,"
      Z-Bau, Nuremberg, Germany
    "
The+Word+Alive,Friday 06 April 2012,"
      Bogart's, Cincinnati, OH, US
    "
The+Word+Alive,Friday 27 May 2016,"
      Boston Music Room, London, UK
    "
The+Word+Alive,Saturday 22 September 2018,"
      Mr. Small's Theatre, Millvale, PA, US
    "
The+Word+Alive,Friday 10 April 2015,"
      Palladium, Worcester, MA, US
    "
The+Word+Alive,Monday 09 October 2017,"
      Concord Music Hall, Chicago, IL, US
    "
The+Word+Alive,Monday 30 October 2017,"
      Marathon Music Works, Nashville, TN, US
    "
The+Word+Alive,Wednesday 12 October 2011,"
      Electric Ballroom, London, UK
    "
The+Word+Alive,Tuesday 24 October 2017,"
      Franklin Music Hall, Philadelphia, PA, US
    "
The+Word+Alive,Friday 29 September 2017,"
      Showbox SoDo, Seattle, WA, US
    "
The+Word+Alive,Tuesday 08 March 2016,"
      Gramercy Theatre, New York (NYC), NY, US
    "
Kyla+Jade,Friday 05 October 2018,"
      Apollo Music Cafe, New York (NYC), NY, US
    "
Kyla+Jade,Friday 13 June 2014,"
      The Rutledge, Nashville, TN, US
    "
Kyla+Jade,Thursday 20 November 2014,"
      Kay Meek Centre, Vancouver, BC, Canada
    "
Kyla+Jade,Sunday 26 August 2018,"
      Green Fleet Bike Shop, Nashville, TN, US
    "
Drake+White,Friday 06 November 2015,"
      Gexa Energy Pavilion, Dallas, TX, US
    "
Drake+White,Friday 14 August 2020,"
      Billy Bob's Texas, Fort Worth, TX, US
    "
Drake+White,Friday 11 October 2019,"
      Iron City, Birmingham, AL, US
    "
Drake+White,Friday 21 August 2015,"
      Citi Field, Flushing, NY, US
    "
Drake+White,Sunday 08 November 2015,"
      Austin360 Amphitheater, Austin, TX, US
    "
Drake+White,Saturday 26 October 2019,"
      Dusty Armadillo, Rootstown, OH, US
    "
Drake+White,Saturday 17 August 2019,"
      House of Blues - Myrtle Beach presented by Cricket Wireless, North Myrtle Beach, SC, US
    "
Drake+White,Saturday 06 October 2018,"
      Westcott Theater, Syracuse, NY, US
    "
Drake+White,Thursday 10 October 2019,"
      Variety Playhouse, Atlanta, GA, US
    "
Drake+White,Friday 13 November 2015,"
      MIDFLORIDA Credit Union Amphitheatre at the FL State Fairgrounds, Tampa, FL, US
    "
Drake+White,Saturday 07 November 2015,"
      The Cynthia Woods Mitchell Pavilion presented by Huntsman, The Woodlands, TX, US
    "
Drake+White,Friday 18 October 2019,"
      Music Farm, Charleston, SC, US
    "
Drake+White,Saturday 24 August 2019,"
      Billy Bob's Texas, Fort Worth, TX, US
    "
Drake+White,Thursday 01 November 2018,"
      Soul Kitchen, Mobile, AL, US
    "
Drake+White,Sunday 15 November 2015,"
      iTHINK Financial Amphitheatre, West Palm Beach, FL, US
    "
Drake+White,Friday 19 August 2016,"
      Citi Field, Flushing, NY, US
    "
Drake+White,Thursday 18 April 2019,"
      Elevation @ the Intersection, Grand Rapids, MI, US
    "
Drake+White,Saturday 20 August 2016,"
      Fenway Park, Boston, MA, US
    "
Drake+White,Friday 12 July 2019,"
      Ojibway Island, Saginaw, MI, US
    "
Drake+White,Thursday 02 August 2018,"
      Bluestone, Columbus, OH, US
    "
Drake+White,Saturday 04 June 2016,"
      Irvine Meadows Amphitheatre, Irvine, CA, US
    "
Drake+White,Friday 02 September 2016,"
      Jiffy Lube Live, Bristow, VA, US
    "
Drake+White,Saturday 14 November 2015,"
      Amway Arena, Orlando, FL, US
    "
Drake+White,Friday 03 June 2016,"
      Shoreline Amphitheatre, Mountain View, CA, US
    "
Drake+White,Thursday 15 September 2016,"
      PNC Music Pavilion, Charlotte, NC, US
    "
Drake+White,Saturday 28 May 2016,"
      Target Field, Minneapolis, MN, US
    "
Drake+White,Sunday 05 June 2016,"
      The Forum, Inglewood, CA, US
    "
Drake+White,Friday 14 August 2020,"
      Billy Bob's Texas, Fort Worth, TX, US
    "
Drake+White,Sunday 21 August 2016,"
      Fenway Park, Boston, MA, US
    "
Drake+White,Saturday 20 July 2019,"
      The Devon Lakeshore Amphitheater, Decatur, IL, US
    "
Drake+White,Friday 27 May 2016,"
      T-Mobile Center, Kansas City, MO, US
    "
Drake+White,Thursday 05 April 2018,"
      The Fillmore, Charlotte, NC, US
    "
Drake+White,Friday 02 August 2019,"
      Mohegan Sun Arena, Uncasville, CT, US
    "
Drake+White,Saturday 12 October 2019,"
      Georgia Theatre, Athens, GA, US
    "
Drake+White,Sunday 18 September 2016,"
      MIDFLORIDA Credit Union Amphitheatre at the FL State Fairgrounds, Tampa, FL, US
    "
Drake+White,Friday 16 September 2016,"
      Oak Mountain Amphitheatre, Pelham, AL, US
    "
Drake+White,Thursday 13 June 2019,"
      Cone Denim Entertainment Center, Greensboro, NC, US
    "
Drake+White,Tuesday 13 August 2013,"
      Artpark, Lewiston, NY, US
    "
Drake+White,Friday 20 May 2016,"
      BB&T Pavilion, Camden, NJ, US
    "
Drake+White,Wednesday 18 October 2017,"
      The Filter Building on White Rock Lake, Dallas, TX, US
    "
Drake+White,Friday 01 July 2016,"
      Riverbend Music Center, Cincinnati, OH, US
    "
Drake+White,Friday 15 February 2019,"
      Coyote Joe's, Charlotte, NC, US
    "
Drake+White,Friday 12 August 2016,"
      Austin360 Amphitheater, Austin, TX, US
    "
Drake+White,Thursday 03 September 2015,"
      Budweiser Stage, Toronto, ON, Canada
    "
Drake+White,Saturday 23 July 2016,"
      Hersheypark Stadium, Hershey, PA, US
    "
Drake+White,Sunday 08 October 2017,"
      Melkweg Upstairs, Amsterdam, Netherlands
    "
Drake+White,Sunday 14 August 2016,"
      Gexa Energy Pavilion, Dallas, TX, US
    "
Drake+White,Thursday 02 May 2019,"
      Rams Head Live, Baltimore, MD, US
    "
Drake+White,Thursday 07 November 2019,"
      Roxian Theatre, McKees Rocks, PA, US
    "
Drake+White,Sunday 22 May 2016,"
      Ruoff Music Center, Noblesville, IN, US
    "
Drake+White,Sunday 03 July 2016,"
      Darien Lake Performing Arts Center, Darien Center, NY, US
    "
Drake+White,Saturday 17 October 2015,"
      St. Augustine Amphitheatre, Saint Augustine, FL, US
    "
Drake+White,Friday 14 October 2016,"
      Resch Center, Green Bay, WI, US
    "
Drake+White,Saturday 17 September 2016,"
      Vystar Veterans Memorial Arena, Jacksonville, FL, US
    "
Drake+White,Saturday 19 October 2013,"
      Magic City Casino, Miami, FL, US
    "
Drake+White,Saturday 13 August 2016,"
      Minute Maid Park, Houston, TX, US
    "
Drake+White,Saturday 20 April 2019,"
      Joe's, Chicago, IL, US
    "
Drake+White,Saturday 21 May 2016,"
      S&T Bank Music Park, Burgettstown, PA, US
    "
Drake+White,Saturday 25 June 2016,"
      Alpine Valley Music Theatre, East Troy, WI, US
    "
Drake+White,Sunday 04 September 2016,"
      Veterans United Home Loans Amphitheater, Virginia Beach, VA, US
    "
Drake+White,Saturday 03 June 2017,"
      Conejo Creek Park South, Thousand Oaks, CA, US
    "
Drake+White,Friday 05 July 2019,"
      Wave - Outdoor, Wichita, KS, US
    "
Drake+White,Thursday 21 July 2016,"
      St. Joseph's Health Amphitheater at Lakeview, Syracuse, NY, US
    "
Drake+White,Saturday 07 October 2017,"
      The Borderline, London, UK
    "
Drake+White,Friday 24 June 2016,"
      Blossom Music Center, Cuyahoga Falls, OH, US
    "
Drake+White,Friday 08 November 2019,"
      Pocono Mountains Event Center at Mount Airy, Mount Pocono, PA, US
    "
Drake+White,Sunday 06 September 2015,"
      Saratoga Performing Arts Center, Saratoga Springs, NY, US
    "
Drake+White,Friday 04 September 2015,"
      Budweiser Stage, Toronto, ON, Canada
    "
Drake+White,Thursday 12 November 2015,"
      Donald L. Tucker Civic Center, FSU, Tallahassee, FL, US
    "
Drake+White,Sunday 24 May 2015,"
      The Catalyst, Santa Cruz, CA, US
    "
Drake+White,Saturday 03 September 2016,"
      Saratoga Performing Arts Center, Saratoga Springs, NY, US
    "
Drake+White,Friday 27 May 2016,"
      Stir Concert Cove-Harrah's Council Bluffs Casino & Hotel, Council Bluffs, IA, US
    "
Drake+White,Thursday 19 May 2016,"
      Xfinity Theatre, Hartford, CT, US
    "
Drake+White,Friday 15 March 2019,"
      Irving Plaza, New York (NYC), NY, US
    "
Drake+White,Friday 06 October 2017,"
      O2 Shepherds Bush Empire, London, UK
    "
Drake+White,Sunday 26 June 2016,"
      Alpine Valley Music Theatre, East Troy, WI, US
    "
Drake+White,Friday 22 July 2016,"
      Bethel Woods Center for the Arts, Bethel, NY, US
    "
Drake+White,Friday 28 August 2015,"
      Rose Music Center at The Heights, Huber Heights, OH, US
    "
Drake+White,Saturday 15 October 2016,"
      Van Andel Arena, Grand Rapids, MI, US
    "
Drake+White,Wednesday 04 October 2017,"
      O2 ABC Glasgow, Glasgow, UK
    "
Drake+White,Friday 26 April 2019,"
      Varsity Theater, Minneapolis, MN, US
    "
Drake+White,Thursday 27 October 2016,"
      State Farm Center, Champaign, IL, US
    "
Drake+White,Saturday 01 September 2018,"
      Ozarks Amphitheater, Camdenton, MO, US
    "
Drake+White,Saturday 19 May 2012,"
      Red Rocks Amphitheatre, Morrison, CO, US
    "
Drake+White,Saturday 22 October 2016,"
      JQH Arena, Missouri State University, Springfield, MO, US
    "
Drake+White,Wednesday 22 June 2016,"
      Music Farm, Columbia, SC, US
    "
Drake+White,Friday 07 October 2016,"
      EXPRESS LIVE!, Columbus, OH, US
    "
Drake+White,Thursday 11 April 2019,"
      Grizzly Rose, Denver, CO, US
    "
Drake+White,Thursday 31 May 2018,"
      Mercury Ballroom, Louisville, KY, US
    "
Drake+White,Saturday 16 March 2019,"
      Paradise Rock Club presented by Citizens Bank, Boston, MA, US
    "
Drake+White,Friday 16 October 2015,"
      Bon Secours Wellness Arena, Greenville, SC, US
    "
Drake+White,Saturday 09 February 2019,"
      8 Seconds Saloon, Indianapolis, IN, US
    "
Drake+White,Friday 13 October 2017,"
      Georgia Theatre, Athens, GA, US
    "
Drake+White,Friday 04 May 2018,"
      Bogart's, Cincinnati, OH, US
    "
Drake+White,Thursday 26 April 2012,"
      Nationwide Arena, Columbus, OH, US
    "
Drake+White,Friday 08 February 2013,"
      The Fillmore, Silver Spring, MD, US
    "
Drake+White,Friday 20 September 2013,"
      PlayStation Theater, New York (NYC), NY, US
    "
Drake+White,Thursday 28 March 2019,"
      Exit In, Nashville, TN, US
    "
Drake+White,Friday 27 April 2018,"
      Granada Theatre, Lawrence, KS, US
    "
Drake+White,Monday 04 March 2019,"
      AFAS Live, Amsterdam, Netherlands
    "
Drake+White,Wednesday 27 March 2019,"
      Exit In, Nashville, TN, US
    "
Drake+White,Tuesday 11 July 2017,"
      3rd & Lindsley Bar & Grill, Nashville, TN, US
    "
Drake+White,Saturday 22 September 2018,"
      Mount Airy Casino - Gypsies, Mount Pocono, PA, US
    "
Drake+White,Saturday 19 January 2013,"
      Summit Music Hall, Denver, CO, US
    "
Drake+White,Wednesday 20 July 2016,"
      Jenks Club, Point Pleasant Beach, NJ, US
    "
Drake+White,Sunday 28 May 2017,"
      Amphitheater at the Wharf, Orange Beach, AL, US
    "
Drake+White,Thursday 30 November 2017,"
      The NorVa, Norfolk, VA, US
    "
Drake+White,Wednesday 24 October 2018,"
      KOKO, London, UK
    "
Drake+White,Saturday 05 May 2012,"
      Bridgestone Arena, Nashville, TN, US
    "
Drake+White,Thursday 21 March 2019,"
      Bluestone, Columbus, OH, US
    "
Drake+White,Friday 17 May 2013,"
      Tabernacle, Atlanta, GA, US
    "
Drake+White,Thursday 15 October 2015,"
      Greensboro Coliseum Complex, Greensboro, NC, US
    "
Drake+White,Friday 24 August 2018,"
      Borderline Bar & Grill, Thousand Oaks, CA, US
    "
Drake+White,Wednesday 15 November 2017,"
      7 Flags Event Center, Clive, IA, US
    "
Drake+White,Saturday 04 November 2017,"
      The Fillmore, Detroit, MI, US
    "
Drake+White,Friday 21 October 2016,"
      Mizzou Arena, University of Missouri, Columbia, MO, US
    "
